2.5 0
7.5 0
12.5 0
17.5 0
22.5 0
27.5 0
32.5 0
37.5 0
42.5 0
47.5 0
52.5 0
57.5 0
62.5 0
67.5 0
72.5 0
77.5 0
82.5 0
87.5 0
92.5 0
97.5 0
102.5 0
107.5 0
112.5 0
117.5 0
122.5 0
127.5 0
132.5 1
137.5 0
142.5 0
147.5 0
152.5 1
157.5 0
162.5 0
167.5 0
172.5 0
177.5 1
182.5 0
187.5 0
192.5 0
197.5 0
202.5 0
207.5 1
212.5 0
217.5 2
222.5 0
227.5 1
232.5 0
237.5 0
242.5 0
247.5 4
252.5 0
257.5 0
262.5 2
267.5 1
272.5 0
277.5 0
282.5 1
287.5 1
292.5 0
297.5 1
302.5 2
307.5 0
312.5 0
317.5 2
322.5 1
327.5 1
332.5 0
337.5 2
342.5 2
347.5 1
352.5 2
357.5 0
362.5 1
367.5 0
372.5 0
377.5 1
382.5 0
387.5 0
392.5 1
397.5 2
402.5 0
407.5 1
412.5 0
417.5 1
422.5 0
427.5 2
432.5 0
437.5 1
442.5 0
447.5 0
452.5 0
457.5 1
462.5 0
467.5 0
472.5 0
477.5 1
482.5 1
487.5 0
492.5 2
497.5 0
502.5 0
507.5 1
512.5 0
517.5 1
522.5 0
527.5 1
532.5 0
537.5 0
542.5 1
547.5 0
552.5 0
557.5 0
562.5 2
567.5 1
572.5 1
577.5 1
582.5 1
587.5 0
592.5 1
597.5 0
602.5 0
607.5 1
612.5 1
617.5 0
622.5 0
627.5 0
632.5 2
637.5 0
642.5 0
647.5 0
652.5 0
657.5 0
662.5 0
667.5 1
672.5 0
677.5 0
682.5 0
687.5 0
692.5 0
697.5 0
702.5 0
707.5 0
712.5 0
717.5 0
722.5 0
727.5 0
732.5 2
737.5 0
742.5 0
747.5 0
752.5 0
757.5 0
762.5 0
767.5 0
772.5 0
777.5 0
782.5 0
787.5 0
792.5 1
797.5 0
802.5 1
807.5 0
812.5 0
817.5 0
822.5 0
827.5 0
832.5 0
837.5 0
842.5 1
847.5 0
852.5 0
857.5 1
862.5 0
867.5 1
872.5 1
877.5 0
882.5 0
887.5 0
892.5 0
897.5 1
902.5 0
907.5 1
912.5 1
917.5 0
922.5 1
927.5 1
932.5 0
937.5 1
942.5 0
947.5 0
952.5 1
957.5 2
962.5 0
967.5 1
972.5 0
977.5 0
982.5 1
987.5 1
992.5 0
997.5 0
1002.5 0
1007.5 0
1012.5 0
1017.5 0
1022.5 0
1027.5 1
1032.5 0
1037.5 0
1042.5 0
1047.5 0
1052.5 0
1057.5 0
1062.5 1
1067.5 0
1072.5 0
1077.5 0
1082.5 0
1087.5 1
1092.5 0
1097.5 0
1102.5 1
1107.5 0
1112.5 0
1117.5 0
1122.5 2
1127.5 0
1132.5 1
1137.5 0
1142.5 0
1147.5 0
1152.5 0
1157.5 0
1162.5 1
1167.5 1
1172.5 0
1177.5 0
1182.5 0
1187.5 0
1192.5 0
1197.5 0
1202.5 0
1207.5 0
1212.5 1
1217.5 0
1222.5 0
1227.5 0
1232.5 0
1237.5 0
1242.5 0
1247.5 0
1252.5 0
1257.5 0
1262.5 0
1267.5 0
1272.5 0
1277.5 1
1282.5 0
1287.5 1
1292.5 0
1297.5 1
1302.5 1
1307.5 0
1312.5 0
1317.5 0
1322.5 0
1327.5 0
1332.5 0
1337.5 0
1342.5 0
1347.5 0
1352.5 0
1357.5 0
1362.5 0
1367.5 0
1372.5 0
1377.5 0
1382.5 0
1387.5 0
1392.5 0
1397.5 0
1402.5 0
1407.5 0
1412.5 0
1417.5 0
1422.5 0
1427.5 0
1432.5 0
1437.5 0
1442.5 0
1447.5 1
1452.5 0
1457.5 0
1462.5 0
1467.5 0
1472.5 0
1477.5 0
1482.5 0
1487.5 0
1492.5 0
1497.5 0
1502.5 0
1507.5 0
1512.5 0
1517.5 1
1522.5 0
1527.5 1
1532.5 0
1537.5 0
1542.5 0
1547.5 0
1552.5 0
1557.5 0
1562.5 0
1567.5 0
1572.5 0
1577.5 0
1582.5 0
1587.5 0
1592.5 0
1597.5 0
1602.5 0
1607.5 0
1612.5 0
1617.5 0
1622.5 0
1627.5 0
1632.5 0
1637.5 0
1642.5 0
1647.5 0
1652.5 0
1657.5 0
1662.5 0
1667.5 0
1672.5 0
1677.5 0
1682.5 0
1687.5 0
1692.5 0
1697.5 0
1702.5 0
1707.5 0
1712.5 0
1717.5 0
1722.5 0
1727.5 0
1732.5 1
1737.5 0
1742.5 1
1747.5 0
1752.5 0
1757.5 0
1762.5 0
1767.5 0
1772.5 0
1777.5 0
1782.5 0
1787.5 1
1792.5 0
1797.5 0
1802.5 0
1807.5 0
1812.5 0
1817.5 0
1822.5 0
1827.5 0
1832.5 0
1837.5 0
1842.5 0
1847.5 0
1852.5 0
1857.5 0
1862.5 0
1867.5 0
1872.5 0
1877.5 0
1882.5 0
1887.5 0
1892.5 0
1897.5 0
1902.5 0
1907.5 0
1912.5 1
1917.5 0
1922.5 0
1927.5 0
1932.5 0
1937.5 0
1942.5 0
1947.5 0
1952.5 0
1957.5 0
1962.5 0
1967.5 0
1972.5 0
1977.5 0
1982.5 0
1987.5 0
1992.5 0
1997.5 0
2002.5 0
2007.5 0
2012.5 0
2017.5 0
2022.5 0
2027.5 0
2032.5 0
2037.5 0
2042.5 0
